,Row,Col,Sector,Positivity,Block,Grouping
37,4,2,1,0.0220268,F,TFL
38,4,3,1,0.049157,F,TFL
39,4,4,1,0.0474495,F,TFL
40,4,5,1,0.048793699999999995,F,TFL
41,4,6,1,0.0551311,F,TFL
42,4,7,1,0.053643399999999994,F,TFL
43,4,8,1,0.0691336,F,TFL
44,4,9,1,0.0561153,F,TFL
45,4,10,1,0.06454109999999999,F,TFL
46,4,11,1,0.0563798,F,TFL
47,4,12,1,0.04311,F,TFL
48,5,1,1,0.035557,F,TFL
49,5,2,1,0.030064999999999998,F,TFL
50,5,3,1,0.00984617,F,TFL
51,5,4,1,0.00975546,F,TFL
52,5,5,1,0.042912599999999995,F,TFL
53,5,6,1,0.0401495,F,TFL
54,5,7,1,0.0429733,F,TFL
55,5,8,1,0.0470931,F,TFL
56,5,9,1,0.026487599999999997,F,TFL
57,5,10,1,0.0244059,F,TFL
58,5,11,1,0.0290238,F,TFL
59,5,12,1,0.0228305,F,TFL
60,6,1,1,0.0088146,F,TFL
61,6,2,1,0.013713499999999998,F,TFL
62,6,3,1,0.019398699999999998,F,TFL
63,6,4,1,0.016943700000000003,F,TFL
64,6,5,1,0.0098558,F,TFL
65,6,6,1,0.00817053,F,TFL
66,6,7,1,0.026981799999999997,F,TFL
67,6,8,1,0.045076,F,TFL
68,6,9,1,0.0460604,F,TFL
69,6,10,1,0.0383169,F,TFL
70,6,11,1,0.028473000000000002,F,TFL
71,6,12,1,0.0263922,F,TFL
72,7,1,1,0.0218851,F,TFL
73,7,2,1,0.023003599999999996,F,TFL
74,7,3,1,0.027261,F,TFL
75,7,4,1,0.0286019,F,TFL
76,7,5,1,0.0288569,F,TFL
77,7,6,1,0.024799599999999998,F,TFL
78,7,7,1,0.0435223,F,TFL
79,7,8,1,0.030901799999999997,F,TFL
80,7,9,1,0.0265083,F,TFL
81,7,10,1,0.031197700000000002,F,TFL
82,7,11,1,0.025219,F,TFL
83,7,12,1,0.0257754,F,TFL
84,8,1,1,0.0198798,F,TFL
85,8,2,1,0.021884200000000003,F,TFL
86,8,3,1,0.0163547,F,TFL
87,8,4,1,0.0176589,F,TFL
88,8,5,1,0.000516033,F,TFL
89,8,6,1,0.000894257,F,TFL
90,8,7,1,0.0044466,F,TFL
91,8,8,1,0.00699882,F,TFL
92,8,9,1,0.019068099999999998,F,TFL
93,8,10,1,0.0118134,F,TFL
94,8,11,1,0.033904000000000004,F,TFL
95,8,12,1,0.0275774,F,TFL
96,9,1,1,0.011136499999999999,F,TFL
97,9,2,1,0.006823899999999999,F,TFL
98,9,3,1,0.0489751,F,TFL
99,9,4,1,0.007276100000000001,F,TFL
100,9,5,1,0.00221895,F,TFL
101,9,6,1,0.00118985,F,TFL
102,9,7,1,0.059882000000000005,F,TFL
103,9,8,1,0.058183900000000004,F,TFL
104,9,9,1,0.0468208,F,TFL
105,9,10,1,0.0447227,F,TFL
106,9,11,1,0.0422831,F,TFL
107,9,12,1,0.025838599999999996,F,TFL
0,1,1,1,0.0481435,G,TFL
1,1,2,1,0.0399865,G,TFL
2,1,3,1,0.00124656,G,TFL
3,1,4,1,0.00119908,G,TFL
4,1,5,1,0.0225564,G,TFL
5,1,6,1,0.010582,G,TFL
6,1,7,1,0.0132159,G,TFL
7,1,8,1,0.0983607,G,TFL
8,1,9,1,0.0,G,TFL
9,1,10,1,0.021364599999999997,G,TFL
10,1,11,1,0.00217391,G,TFL
11,1,12,1,0.00480769,G,TFL
12,2,1,1,0.0206039,G,TFL
13,2,2,1,0.0223298,G,TFL
14,2,3,1,0.0422414,G,TFL
15,2,4,1,0.042197000000000005,G,TFL
16,2,5,1,0.00543154,G,TFL
17,2,6,1,0.00739453,G,TFL
18,2,7,1,0.00787245,G,TFL
19,2,8,1,0.00667845,G,TFL
20,2,9,1,0.00774081,G,TFL
21,2,10,1,0.011162100000000001,G,TFL
22,2,11,1,0.0702892,G,TFL
23,2,12,1,0.0191,G,TFL
24,3,1,1,0.0331917,G,TFL
25,3,2,1,0.010357600000000002,G,TFL
26,3,3,1,0.0181917,G,TFL
27,3,4,1,0.018148599999999997,G,TFL
28,3,5,1,0.033935599999999996,G,TFL
29,3,6,1,0.037025,G,TFL
30,3,7,1,0.0160502,G,TFL
31,3,8,1,0.017034599999999997,G,TFL
32,3,9,1,0.09171599999999999,G,TFL
33,3,10,1,0.062307799999999997,G,TFL
34,3,11,1,0.00807369,G,TFL
35,3,12,1,0.00816804,G,TFL
36,4,1,1,0.0242725,G,TFL
37,4,2,1,0.028026599999999995,G,TFL
38,4,3,1,0.00541961,G,TFL
39,4,4,1,0.00610779,G,TFL
40,4,5,1,0.00631662,G,TFL
41,4,6,1,0.0111932,G,TFL
42,4,7,1,0.00223714,G,TFL
43,4,8,1,0.0020989999999999997,G,TFL
44,4,9,1,0.09636310000000001,G,TFL
45,4,10,1,0.10503,G,TFL
46,4,11,1,0.166906,G,TFL
47,4,12,1,0.142723,G,TFL
48,5,1,1,0.062249900000000004,G,TFL
49,5,2,1,0.0221409,G,TFL
50,5,3,1,0.0272487,G,TFL
51,5,4,1,0.0237504,G,TFL
52,5,5,1,0.0790969,G,TFL
53,5,6,1,0.08256089999999999,G,TFL
54,5,7,1,0.09047380000000001,G,TFL
55,5,8,1,0.082509,G,TFL
56,5,9,1,0.06389840000000001,G,TFL
57,5,10,1,0.0484157,G,TFL
58,5,11,1,0.0504623,G,TFL
59,5,12,1,0.06598899999999999,G,TFL
60,6,1,1,0.0461086,G,TFL
61,6,2,1,0.0359046,G,TFL
62,6,3,1,0.0756006,G,TFL
63,6,4,1,0.0998671,G,TFL
64,6,5,1,0.0661948,G,TFL
65,6,6,1,0.0518456,G,TFL
66,6,7,1,0.00129025,G,TFL
67,6,8,1,0.00151136,G,TFL
68,6,9,1,0.00711186,G,TFL
69,6,10,1,0.00755873,G,TFL
70,6,11,1,0.036594999999999996,G,TFL
71,6,12,1,0.028631200000000002,G,TFL
72,7,1,1,0.0,G,TFL
73,7,2,1,0.00139276,G,TFL
74,7,3,1,0.0019802,G,TFL
75,7,4,1,0.00307692,G,TFL
76,7,5,1,0.00375,G,TFL
77,7,6,1,0.00162338,G,TFL
78,7,7,1,0.0,G,TFL
79,7,8,1,0.0,G,TFL
80,7,9,1,0.00282885,G,TFL
81,7,10,1,0.0175773,G,TFL
82,7,11,1,0.029477,G,TFL
83,7,12,1,0.0334985,G,TFL
0,1,1,1,0.015658000000000002,H,TFL
1,1,2,1,0.0410244,H,TFL
2,1,3,1,0.04887709999999999,H,TFL
3,1,4,1,0.04228219999999999,H,TFL
4,1,5,1,0.00654664,H,TFL
5,1,6,1,0.014610399999999999,H,TFL
6,1,7,1,0.0,H,TFL
7,1,8,1,0.013698599999999998,H,TFL
8,1,9,1,0.0,H,TFL
9,1,10,1,0.00865998,H,TFL
10,1,11,1,0.010714299999999998,H,TFL
11,1,12,1,0.0137363,H,TFL
12,2,1,1,0.012176799999999998,H,TFL
13,2,2,1,0.0188579,H,TFL
14,2,3,1,0.028593900000000002,H,TFL
15,2,4,1,0.0362153,H,TFL
16,2,5,1,0.0417628,H,TFL
17,2,6,1,0.0453611,H,TFL
18,2,7,1,0.0303452,H,TFL
19,2,8,1,0.0225115,H,TFL
20,2,9,1,0.11058399999999999,H,TFL
21,2,10,1,0.0838673,H,TFL
22,2,11,1,0.131446,H,TFL
23,2,12,1,0.153844,H,TFL
24,3,1,1,0.031457799999999994,H,TFL
25,3,2,1,0.0436203,H,TFL
26,3,3,1,0.042773,H,TFL
27,3,4,1,0.03277940000000001,H,TFL
28,3,5,1,0.0228548,H,TFL
29,3,6,1,0.0360735,H,TFL
30,3,7,1,0.0525625,H,TFL
31,3,8,1,0.03848,H,TFL
32,3,9,1,0.06792519999999999,H,TFL
33,3,10,1,0.06561089999999999,H,TFL
34,3,11,1,0.052048800000000006,H,TFL
35,3,12,1,0.053966499999999994,H,TFL
36,4,1,1,0.0196976,H,TFL
37,4,2,1,0.0337776,H,TFL
38,4,3,1,0.00979226,H,TFL
39,4,4,1,0.0092,H,TFL
40,4,5,1,0.0511509,H,TFL
41,4,6,1,0.00322061,H,TFL
42,4,7,1,0.00290698,H,TFL
43,4,8,1,0.015625,H,TFL
44,4,9,1,0.00339815,H,TFL
45,4,10,1,0.0674033,H,TFL
46,4,11,1,0.0200743,H,TFL
47,4,12,1,0.0037594,H,TFL
0,1,1,1,0.00265124,A,XTRFL
1,1,2,1,0.00470724,A,XTRFL
2,1,3,1,0.000981312,A,XTRFL
3,1,4,1,0.00178526,A,XTRFL
4,1,5,1,0.0,A,XTRFL
5,1,6,1,0.0,A,XTRFL
6,1,7,1,0.0,A,XTRFL
7,1,8,1,0.00401606,A,XTRFL
8,1,9,1,0.0,A,XTRFL
9,1,10,1,2.46287e-05,A,XTRFL
10,1,11,1,0.025,A,XTRFL
11,1,12,1,0.00410397,A,XTRFL
12,2,1,1,0.016541800000000002,A,XTRFL
13,2,2,1,0.015109000000000001,A,XTRFL
14,2,3,1,0.00344632,A,XTRFL
15,2,4,1,0.00385684,A,XTRFL
16,2,5,1,0.0161119,A,XTRFL
17,2,6,1,0.125861,A,XTRFL
18,2,7,1,0.017181099999999998,A,XTRFL
19,2,8,1,0.015760399999999997,A,XTRFL
20,2,9,1,0.01902,A,XTRFL
21,2,10,1,0.016515900000000003,A,XTRFL
22,2,11,1,0.000145218,A,XTRFL
23,2,12,1,0.00225223,A,XTRFL
24,3,1,1,0.00566526,A,XTRFL
25,3,2,1,0.0085257,A,XTRFL
26,3,3,1,0.013396000000000002,A,XTRFL
27,3,4,1,0.0184403,A,XTRFL
28,3,5,1,0.0132876,A,XTRFL
29,3,6,1,0.00844933,A,XTRFL
30,3,7,1,0.0181328,A,XTRFL
31,3,8,1,0.015238900000000001,A,XTRFL
32,3,9,1,0.0214569,A,XTRFL
33,3,10,1,0.0124428,A,XTRFL
34,3,11,1,0.0542993,A,XTRFL
35,3,12,1,0.061622300000000005,A,XTRFL
36,4,1,1,0.0300757,A,XTRFL
37,4,2,1,0.0233396,A,XTRFL
38,4,3,1,0.00221412,A,XTRFL
39,4,4,1,0.479842,A,XTRFL
40,4,5,1,0.016331000000000002,A,XTRFL
41,4,6,1,0.015333100000000002,A,XTRFL
42,4,7,1,0.027877099999999995,A,XTRFL
43,4,8,1,0.0388402,A,XTRFL
44,4,9,1,0.0142299,A,XTRFL
45,4,10,1,0.0208041,A,XTRFL
46,4,11,1,0.035061800000000004,A,XTRFL
47,4,12,1,0.031860900000000004,A,XTRFL
48,5,1,1,0.00930429,A,XTRFL
49,5,2,1,0.00702755,A,XTRFL
50,5,3,1,0.014104399999999998,A,XTRFL
51,5,4,1,0.012237399999999999,A,XTRFL
52,5,5,1,0.0150689,A,XTRFL
53,5,6,1,0.0225354,A,XTRFL
54,5,7,1,0.196725,A,XTRFL
55,5,8,1,0.20377,A,XTRFL
56,5,9,1,0.056412699999999996,A,XTRFL
57,5,10,1,0.05137100000000001,A,XTRFL
58,5,11,1,0.0465566,A,XTRFL
59,5,12,1,0.0511778,A,XTRFL
60,6,1,1,0.0324246,A,XTRFL
61,6,2,1,0.0400084,A,XTRFL
62,6,3,1,0.027637000000000002,A,XTRFL
63,6,4,1,0.027115800000000002,A,XTRFL
64,6,5,1,0.0640903,A,XTRFL
65,6,6,1,0.0777069,A,XTRFL
66,6,7,1,0.0843844,A,XTRFL
67,6,8,1,0.0398382,A,XTRFL
68,6,9,1,0.0257632,A,XTRFL
69,6,10,1,0.0369952,A,XTRFL
70,6,11,1,0.030490899999999998,A,XTRFL
71,6,12,1,0.0191291,A,XTRFL
72,7,1,1,0.012634000000000001,A,XTRFL
73,7,2,1,0.0179526,A,XTRFL
74,7,3,1,0.056800699999999996,A,XTRFL
75,7,4,1,0.059001099999999994,A,XTRFL
76,7,5,1,0.0112395,A,XTRFL
77,7,6,1,0.0100847,A,XTRFL
78,7,7,1,0.02998,A,XTRFL
79,7,8,1,0.0317014,A,XTRFL
80,7,9,1,0.014126099999999999,A,XTRFL
81,7,10,1,0.030422199999999996,A,XTRFL
82,7,11,1,0.0114567,A,XTRFL
83,7,12,1,0.0126568,A,XTRFL
84,8,1,1,0.0169864,A,XTRFL
85,8,2,1,0.00883738,A,XTRFL
86,8,3,1,0.0382977,A,XTRFL
87,8,4,1,0.046566199999999995,A,XTRFL
88,8,5,1,0.0156279,A,XTRFL
89,8,6,1,0.0283275,A,XTRFL
90,8,7,1,0.0497187,A,XTRFL
91,8,8,1,0.031108999999999998,A,XTRFL
92,8,9,1,0.061894399999999995,A,XTRFL
93,8,10,1,0.047462199999999996,A,XTRFL
94,8,11,1,0.0430463,A,XTRFL
95,8,12,1,0.0357767,A,XTRFL
96,9,1,1,0.018959200000000002,A,XTRFL
97,9,2,1,0.0163256,A,XTRFL
98,9,3,1,0.0225588,A,XTRFL
99,9,4,1,0.0177077,A,XTRFL
100,9,5,1,0.0294316,A,XTRFL
101,9,6,1,0.0297798,A,XTRFL
102,9,7,1,0.0445925,A,XTRFL
103,9,8,1,0.036613599999999996,A,XTRFL
104,9,9,1,0.0676196,A,XTRFL
105,9,10,1,0.056044000000000004,A,XTRFL
106,9,11,1,0.0810941,A,XTRFL
107,9,12,1,0.074055,A,XTRFL
0,1,1,1,0.00782144,B,XTRFL
1,1,2,1,0.010000700000000001,B,XTRFL
2,1,3,1,0.00384438,B,XTRFL
3,1,4,1,0.00904292,B,XTRFL
4,1,5,1,0.000345991,B,XTRFL
5,1,6,1,0.00214938,B,XTRFL
6,1,7,1,0.000166362,B,XTRFL
7,1,8,1,0.00150416,B,XTRFL
8,1,9,1,0.0,B,XTRFL
9,1,10,1,0.0,B,XTRFL
10,1,11,1,0.00140187,B,XTRFL
11,1,12,1,0.0,B,XTRFL
12,2,1,1,0.017477200000000002,B,XTRFL
13,2,2,1,0.0191423,B,XTRFL
14,2,3,1,0.025864299999999996,B,XTRFL
15,2,4,1,0.0412468,B,XTRFL
16,2,5,1,0.0148365,B,XTRFL
17,2,6,1,0.0193049,B,XTRFL
18,2,7,1,0.026599900000000003,B,XTRFL
19,2,8,1,0.0167408,B,XTRFL
20,2,9,1,0.0184171,B,XTRFL
21,2,10,1,0.0169438,B,XTRFL
22,2,11,1,0.024777700000000003,B,XTRFL
23,2,12,1,0.0289764,B,XTRFL
24,3,1,1,0.00994268,B,XTRFL
25,3,2,1,0.0111697,B,XTRFL
26,3,3,1,0.00473332,B,XTRFL
27,3,4,1,0.00213171,B,XTRFL
28,3,5,1,0.0132817,B,XTRFL
29,3,6,1,0.0100152,B,XTRFL
30,3,7,1,0.00902552,B,XTRFL
31,3,8,1,0.00669832,B,XTRFL
32,3,9,1,0.0323,B,XTRFL
33,3,10,1,0.031835,B,XTRFL
34,3,11,1,0.012757700000000002,B,XTRFL
35,3,12,1,0.018124599999999998,B,XTRFL
36,4,1,1,0.0127934,B,XTRFL
37,4,2,1,0.0179695,B,XTRFL
38,4,3,1,0.0154377,B,XTRFL
39,4,4,1,0.0194934,B,XTRFL
40,4,5,1,0.00792893,B,XTRFL
41,4,6,1,0.00660161,B,XTRFL
42,4,7,1,0.0272127,B,XTRFL
43,4,8,1,0.019355900000000002,B,XTRFL
44,4,9,1,0.0127921,B,XTRFL
45,4,10,1,0.00523109,B,XTRFL
46,4,11,1,0.0234695,B,XTRFL
47,4,12,1,0.0268519,B,XTRFL
48,5,1,1,0.00805753,B,XTRFL
49,5,2,1,0.0116125,B,XTRFL
50,5,3,1,0.019521,B,XTRFL
51,5,4,1,0.0275845,B,XTRFL
52,5,5,1,0.0371758,B,XTRFL
53,5,6,1,0.015566,B,XTRFL
54,5,7,1,0.00741975,B,XTRFL
55,5,8,1,0.00425555,B,XTRFL
56,5,9,1,0.00392104,B,XTRFL
57,5,10,1,0.010370299999999999,B,XTRFL
58,5,11,1,0.0393284,B,XTRFL
59,5,12,1,0.0396491,B,XTRFL
60,6,1,1,0.00350418,B,XTRFL
61,6,2,1,0.00571146,B,XTRFL
62,6,3,1,0.00577499,B,XTRFL
63,6,4,1,0.012077,B,XTRFL
64,6,5,1,0.00985268,B,XTRFL
65,6,6,1,0.0164335,B,XTRFL
66,6,7,1,0.041322500000000005,B,XTRFL
67,6,8,1,0.107274,B,XTRFL
68,6,9,1,0.028612799999999997,B,XTRFL
69,6,10,1,0.023908900000000004,B,XTRFL
70,6,11,1,0.03735019999999999,B,XTRFL
71,6,12,1,0.04821930000000001,B,XTRFL
72,7,1,1,0.022325,B,XTRFL
73,7,2,1,0.0216977,B,XTRFL
74,7,3,1,0.038473099999999996,B,XTRFL
75,7,4,1,0.0510101,B,XTRFL
76,7,5,1,0.0156617,B,XTRFL
77,7,6,1,0.011265899999999999,B,XTRFL
78,7,7,1,0.00792807,B,XTRFL
79,7,8,1,0.00326495,B,XTRFL
80,7,9,1,0.015669,B,XTRFL
81,7,10,1,0.0172927,B,XTRFL
82,7,11,1,0.018772099999999996,B,XTRFL
83,7,12,1,0.036468400000000005,B,XTRFL
84,8,1,1,0.019928400000000002,B,XTRFL
85,8,2,1,0.0276216,B,XTRFL
86,8,3,1,0.0387457,B,XTRFL
87,8,4,1,0.0407784,B,XTRFL
88,8,5,1,0.0154506,B,XTRFL
89,8,6,1,0.018299700000000002,B,XTRFL
90,8,7,1,0.0113329,B,XTRFL
91,8,8,1,0.0136577,B,XTRFL
92,8,9,1,0.011072,B,XTRFL
93,8,10,1,0.0214557,B,XTRFL
94,8,11,1,0.033438800000000005,B,XTRFL
95,8,12,1,0.0382853,B,XTRFL
96,9,1,1,0.016020799999999998,B,XTRFL
97,9,2,1,0.020803799999999997,B,XTRFL
98,9,3,1,0.0134629,B,XTRFL
99,9,4,1,0.013249799999999999,B,XTRFL
100,9,5,1,0.00753863,B,XTRFL
101,9,6,1,0.0054298,B,XTRFL
102,9,7,1,0.019663,B,XTRFL
103,9,8,1,0.0252371,B,XTRFL
104,9,9,1,0.0162705,B,XTRFL
105,9,10,1,0.021889,B,XTRFL
106,9,11,1,0.015408799999999999,B,XTRFL
107,9,12,1,0.0319173,B,XTRFL
0,1,1,1,0.0160954,C,XTRFL
1,1,2,1,0.0264809,C,XTRFL
2,1,3,1,0.00340001,C,XTRFL
3,1,4,1,0.010619700000000001,C,XTRFL
4,1,5,1,0.0339138,C,XTRFL
5,1,6,1,0.290323,C,XTRFL
6,1,7,1,0.0309735,C,XTRFL
7,1,8,1,0.000785546,C,XTRFL
8,1,9,1,0.0,C,XTRFL
9,1,10,1,0.0737705,C,XTRFL
10,1,11,1,0.046729,C,XTRFL
11,1,12,1,0.349127,C,XTRFL
12,2,1,1,0.032014299999999996,C,XTRFL
13,2,2,1,0.0235805,C,XTRFL
14,2,3,1,0.0625057,C,XTRFL
15,2,4,1,0.084119,C,XTRFL
16,2,5,1,0.0762862,C,XTRFL
17,2,6,1,0.062064699999999993,C,XTRFL
18,2,7,1,0.0255646,C,XTRFL
19,2,8,1,0.0136804,C,XTRFL
20,2,9,1,0.049283099999999996,C,XTRFL
21,2,10,1,0.0511034,C,XTRFL
22,2,11,1,0.0336049,C,XTRFL
23,2,12,1,0.0364934,C,XTRFL
24,3,1,1,0.0225871,C,XTRFL
25,3,2,1,0.073965,C,XTRFL
26,3,3,1,0.0312121,C,XTRFL
27,3,4,1,0.027216399999999998,C,XTRFL
28,3,5,1,0.01605,C,XTRFL
29,3,6,1,0.013911700000000003,C,XTRFL
30,3,7,1,0.0248227,C,XTRFL
31,3,8,1,0.0190042,C,XTRFL
32,3,9,1,0.053760699999999995,C,XTRFL
33,3,10,1,0.05145740000000001,C,XTRFL
34,3,11,1,0.016286500000000002,C,XTRFL
35,3,12,1,0.015269,C,XTRFL
36,4,1,1,0.0220858,C,XTRFL
37,4,2,1,0.0229072,C,XTRFL
38,4,3,1,0.0182055,C,XTRFL
39,4,4,1,0.022233700000000002,C,XTRFL
40,4,5,1,0.015969499999999998,C,XTRFL
41,4,6,1,0.0247798,C,XTRFL
42,4,7,1,0.0825485,C,XTRFL
43,4,8,1,0.0972537,C,XTRFL
44,4,9,1,0.00747618,C,XTRFL
45,4,10,1,0.013466899999999999,C,XTRFL
46,4,11,1,0.0822841,C,XTRFL
47,4,12,1,0.05162869999999999,C,XTRFL
48,5,1,1,0.298496,C,XTRFL
49,5,2,1,0.389818,C,XTRFL
50,5,3,1,0.059102999999999996,C,XTRFL
51,5,4,1,0.0499728,C,XTRFL
52,5,5,1,0.029730400000000004,C,XTRFL
53,5,6,1,0.00718073,C,XTRFL
54,5,7,1,0.015441999999999999,C,XTRFL
55,5,8,1,0.059944700000000004,C,XTRFL
56,5,9,1,0.0119154,C,XTRFL
57,5,10,1,0.00662845,C,XTRFL
58,5,11,1,0.042788599999999996,C,XTRFL
59,5,12,1,0.0505467,C,XTRFL
60,6,1,1,0.055614,C,XTRFL
61,6,2,1,0.029047500000000004,C,XTRFL
62,6,3,1,0.0303415,C,XTRFL
63,6,4,1,0.027489099999999995,C,XTRFL
64,6,5,1,0.00513646,C,XTRFL
65,6,6,1,0.0154714,C,XTRFL
66,6,7,1,0.061405499999999995,C,XTRFL
67,6,8,1,0.05915840000000001,C,XTRFL
68,6,9,1,0.016862400000000003,C,XTRFL
69,6,10,1,0.023554099999999998,C,XTRFL
70,6,11,1,0.0176777,C,XTRFL
71,6,12,1,0.0154405,C,XTRFL
72,7,1,1,0.027862900000000003,C,XTRFL
73,7,2,1,0.0281685,C,XTRFL
74,7,3,1,0.0863868,C,XTRFL
75,7,4,1,0.08758350000000001,C,XTRFL
76,7,5,1,0.00898622,C,XTRFL
77,7,6,1,0.014691299999999997,C,XTRFL
78,7,7,1,0.0146715,C,XTRFL
79,7,8,1,0.0116233,C,XTRFL
80,7,9,1,0.0755725,C,XTRFL
81,7,10,1,0.07187160000000001,C,XTRFL
82,7,11,1,0.0862686,C,XTRFL
83,7,12,1,0.0601395,C,XTRFL
84,8,1,1,0.00240279,C,XTRFL
85,8,2,1,0.026697900000000004,C,XTRFL
86,8,3,1,0.0114085,C,XTRFL
87,8,4,1,0.010767200000000001,C,XTRFL
88,8,5,1,0.08421039999999999,C,XTRFL
89,8,6,1,0.11997000000000001,C,XTRFL
90,8,7,1,0.0429295,C,XTRFL
91,8,8,1,0.0810309,C,XTRFL
92,8,9,1,0.050166300000000004,C,XTRFL
93,8,10,1,0.0419127,C,XTRFL
94,8,11,1,0.141538,C,XTRFL
95,8,12,1,0.108253,C,XTRFL
96,9,1,1,0.0370583,C,XTRFL
97,9,2,1,0.0497342,C,XTRFL
98,9,3,1,0.016975,C,XTRFL
99,9,4,1,0.0221021,C,XTRFL
100,9,5,1,0.01756,C,XTRFL
101,9,6,1,0.0293421,C,XTRFL
102,9,7,1,0.013363,C,XTRFL
103,9,8,1,0.0636718,C,XTRFL
104,9,9,1,0.00940751,C,XTRFL
105,9,10,1,0.00624307,C,XTRFL
106,9,11,1,0.016462400000000002,C,XTRFL
107,9,12,1,0.041372000000000006,C,XTRFL
